"st","part","status","x","y"
"NY",384,"retained",768,154.4
"NY",384,"retained",768,154.5
"NY",384,"retained",768.1,154.6
"NY",384,"retained",768,154.7
"NY",384,"retained",768.1,154.7
"NY",384,"retained",769.1,155.4
"NY",384,"retained",771.2,154.3
"NY",384,"retained",771.6,154
"NY",384,"retained",771.9,153.8
"NY",384,"retained",772.3,153.6
"NY",384,"retained",775.2,152
"NY",384,"retained",779.1,162.8
"NY",384,"retained",777.9,163.7
"NY",384,"retained",776.8,163.8
"NY",384,"retained",774.1,165.4
"NY",384,"retained",771.4,165.8
"NY",384,"retained",768.8,166.4
"NY",384,"retained",767.8,167
"NY",384,"retained",766.7,168.1
"NY",384,"retained",764.9,167.7
"NY",384,"retained",763.8,168.2
"NY",384,"retained",761.8,169.3
"NY",384,"retained",760.6,169.8
"NY",384,"retained",759.9,169.5
"NY",384,"retained",759.9,169.4
"NY",384,"retained",759.8,169.2
"NY",384,"retained",759.9,168.8
"NY",384,"retained",759.9,168.7
"NY",384,"retained",759.8,168.2
"NY",384,"retained",759.9,167.8
"NY",384,"retained",760.2,167.8
"NY",384,"retained",760.3,167.7
"NY",384,"retained",760.3,167.3
"NY",384,"retained",760.3,167
"NY",384,"retained",760.3,166.9
"NY",384,"retained",760.3,166.7
"NY",384,"retained",760.1,165.9
"NY",384,"retained",760.1,165.8
"NY",384,"retained",760.2,165.6
"NY",384,"retained",760.4,165.4
"NY",384,"retained",760.9,165.4
"NY",384,"retained",761.1,165.3
"NY",384,"retained",761.3,165.3
"NY",384,"retained",761.8,165
"NY",384,"retained",762.1,165
"NY",384,"retained",762.1,164.9
"NY",384,"retained",762.7,164.8
"NY",384,"retained",762.7,164.7
"NY",384,"retained",762.8,164.5
"NY",384,"retained",763,163.4
"NY",384,"retained",762.9,162.7
"NY",384,"retained",762.9,162.4
"NY",384,"retained",762.9,162.3
"NY",384,"retained",762.9,162.1
"NY",384,"retained",762.9,161.9
"NY",384,"retained",762.9,161.7
"NY",384,"retained",763,161.4
"NY",384,"retained",763.1,161.2
"NY",384,"retained",763.1,161.1
"NY",384,"retained",763.2,161
"NY",384,"retained",763.2,160.9
"NY",384,"retained",763.2,160.8
"NY",384,"retained",763.3,160.7
"NY",384,"retained",763.3,160.4
"NY",384,"retained",763.3,160.3
"NY",384,"retained",763.3,160.1
"NY",384,"retained",763.4,160
"NY",384,"retained",763.4,159.9
"NY",384,"retained",763.4,159.4
"NY",384,"retained",763.4,159.3
"NY",384,"retained",763.5,159.1
"NY",384,"retained",763.6,158.5
"NY",384,"retained",763.6,158.3
"NY",384,"retained",763.7,157.5
"NY",384,"retained",763.7,157.2
"NY",384,"retained",763.7,156.8
"NY",384,"retained",763.7,155.8
"NY",384,"retained",763.7,155.5
"NY",384,"retained",763.5,155.5
"NY",384,"retained",763.3,155.5
"NY",384,"retained",763.2,155.4
"NY",384,"retained",763.1,155.4
"NY",384,"retained",762.8,155.2
"NY",384,"retained",762.6,155.2
"NY",384,"retained",762.5,155.2
"NY",384,"retained",762.3,155.1
"NY",384,"retained",762,155
"NY",384,"retained",761.6,154.9
"NY",384,"retained",761.5,154.8
"NY",384,"retained",761.2,154.7
"NY",384,"retained",761,154.7
"NY",384,"retained",760.7,154.6
"NY",384,"retained",760.5,154.6
"NY",384,"retained",760.4,154.5
"NY",384,"retained",760.2,154.5
"NY",384,"retained",760,154.4
"NY",384,"retained",759.8,154.3
"NY",384,"retained",759.4,154.2
"NY",384,"retained",759.1,154.1
"NY",384,"retained",758.8,154
"NY",384,"retained",758.4,153.8
"NY",384,"retained",758.3,153.8
"NY",384,"retained",758.2,153.8
"NY",384,"retained",758.1,153.8
"NY",384,"retained",758,153.7
"NY",384,"retained",757.9,153.7
"NY",384,"retained",757.2,153.5
"NY",384,"retained",756.9,153.5
"NY",384,"retained",756.5,153.4
"NY",384,"retained",756.5,153.3
"NY",384,"retained",756.4,153.3
"NY",384,"retained",756.2,153.2
"NY",384,"retained",755.6,153
"NY",384,"retained",754.8,152.7
"NY",384,"retained",754.5,152.7
"NY",384,"retained",754,152.5
"NY",384,"retained",753.8,152.5
"NY",384,"retained",753.4,152.3
"NY",384,"retained",753.3,152.3
"NY",384,"retained",767.9,144.6
"NY",385,"outline",795.9,140.1
"NY",385,"outline",795.7,140.4
"NY",385,"outline",795.4,140.7
"NY",385,"outline",779.6,149.2
"NY",385,"outline",775.4,151.9
"NY",385,"outline",772.3,153.6
"NY",385,"outline",771.9,153.8
"NY",385,"outline",771.5,154
"NY",385,"outline",771.2,154.3
"NY",385,"outline",769.1,155.4
"NY",385,"outline",768.1,154.7
"NY",385,"outline",768,154.7
"NY",385,"outline",768.1,154.6
"NY",385,"outline",768,154.5
"NY",385,"outline",768,154.4
"NY",385,"outline",768,154.3
"NY",385,"outline",768,154
"NY",385,"outline",767.9,154
"NY",385,"outline",767.9,153.9
"NY",385,"outline",767.8,153.8
"NY",385,"outline",767.8,153.7
"NY",385,"outline",767.7,153.6
"NY",385,"outline",767.5,153.6
"NY",385,"outline",767.4,153.4
"NY",385,"outline",767.3,153.4
"NY",385,"outline",767,153.1
"NY",385,"outline",766.7,152.7
"NY",385,"outline",766.5,152.5
"NY",385,"outline",766.4,152.5
"NY",385,"outline",766.3,152.3
"NY",385,"outline",766.2,152.2
"NY",385,"outline",766.4,151.9
"NY",385,"outline",766.6,151.8
"NY",385,"outline",766.8,151.5
"NY",385,"outline",766.9,151.3
"NY",385,"outline",767.2,151.1
"NY",385,"outline",767.5,150.8
"NY",385,"outline",767.6,150.8
"NY",385,"outline",767.7,150.6
"NY",385,"outline",767.9,150.4
"NY",385,"outline",767.9,150.3
"NY",385,"outline",768.2,150.1
"NY",385,"outline",768.7,149.6
"NY",385,"outline",768.9,149.4
"NY",385,"outline",769.1,149.1
"NY",385,"outline",769.3,149
"NY",385,"outline",769.6,148.7
"NY",385,"outline",769.7,148.6
"NY",385,"outline",770,148.4
"NY",385,"outline",770,148.3
"NY",385,"outline",769.9,148.1
"NY",385,"outline",769.8,148
"NY",385,"outline",769.2,147.5
"NY",385,"outline",768.9,147.2
"NY",385,"outline",768.3,146.7
"NY",385,"outline",768.2,146.6
"NY",385,"outline",768.1,146
"NY",385,"outline",768,145.3
"NY",385,"outline",767.9,144.6
"NY",385,"outline",767.8,144.2
"NY",385,"outline",767.8,143.7
"NY",385,"outline",767.7,143.2
"NY",385,"outline",767.7,142.9
"NY",385,"outline",767.6,142.5
"NY",385,"outline",767.6,142.4
"NY",385,"outline",767.6,142.3
"NY",385,"outline",767.5,142.3
"NY",385,"outline",767.5,142.2
"NY",385,"outline",767.5,142.1
"NY",385,"outline",767.5,142
"NY",385,"outline",767.4,141.6
"NY",385,"outline",767.4,141.4
"NY",385,"outline",767.3,140.8
"NY",385,"outline",767.2,140.5
"NY",385,"outline",767,139.6
"NY",385,"outline",766.8,138.5
"NY",385,"outline",766.8,138.4
"NY",385,"outline",766.7,137.8
"NY",385,"outline",766.6,137.2
"NY",385,"outline",766.6,136.7
"NY",385,"outline",766.5,136.5
"NY",385,"outline",766.5,136
"NY",385,"outline",766.3,135.1
"NY",385,"outline",766.2,134.9
"NY",385,"outline",766.1,134.3
"NY",385,"outline",766,133.9
"NY",385,"outline",765.7,132.1
"NY",385,"outline",765.6,131.5
"NY",385,"outline",765.5,130.8
"NY",385,"outline",765.4,130
"NY",385,"outline",765.4,129.9
"NY",385,"outline",765.2,128.8
"NY",385,"outline",765.1,128.4
"NY",385,"outline",764.9,127.6
"NY",385,"outline",764.7,127.6
"NY",385,"outline",764.4,126.8
"NY",385,"outline",764.4,125.4
"NY",385,"outline",764.4,124.5
"NY",385,"outline",764.4,124.1
"NY",385,"outline",764.4,123
"NY",385,"outline",764.4,122.1
"NY",385,"outline",764.4,120.4
"NY",385,"outline",764.4,120.2
"NY",385,"outline",764.4,120
"NY",385,"outline",764.4,119.8
"NY",385,"outline",764.5,119.5
"NY",385,"outline",764.5,119.1
"NY",385,"outline",764.5,118.8
"NY",385,"outline",764.5,117.3
"NY",385,"outline",764.5,117.2
"NY",385,"outline",764.5,116.3
"NY",385,"outline",764.6,115.6
"NY",385,"outline",764.6,115
"NY",385,"outline",764.6,114.9
"NY",385,"outline",764.6,112.6
"NY",385,"outline",764.7,112.3
"NY",385,"outline",764.7,110
"NY",385,"outline",764.7,109.5
"NY",385,"outline",764.5,109.5
"NY",385,"outline",764,108.2
"NY",385,"outline",764,108
"NY",385,"outline",764,107.9
"NY",385,"outline",764,107.8
"NY",385,"outline",764,107.3
"NY",385,"outline",763.8,106.5
"NY",385,"outline",763.5,105.2
"NY",385,"outline",763.4,104.7
"NY",385,"outline",763.4,104.6
"NY",385,"outline",763.3,104.5
"NY",385,"outline",763.3,104.4
"NY",385,"outline",763.3,104
"NY",385,"outline",763.2,103.3
"NY",385,"outline",763.1,103.2
"NY",385,"outline",762.9,102.3
"NY",385,"outline",762.9,101.9
"NY",385,"outline",762.7,101
"NY",385,"outline",762.6,100.8
"NY",385,"outline",762.6,100.5
"NY",385,"outline",762.5,100.3
"NY",385,"outline",762.3,99.4
"NY",385,"outline",762.3,99.3
"NY",385,"outline",762.1,98
"NY",385,"outline",762,97.5
"NY",385,"outline",761.9,97.1
"NY",385,"outline",761.8,96.6
"NY",385,"outline",761.7,96.1
"NY",385,"outline",761.6,95.7
"NY",385,"outline",761.5,95.1
"NY",385,"outline",761.4,94.7
"NY",385,"outline",761.3,94.4
"NY",385,"outline",761.2,94.2
"NY",385,"outline",761.1,93.8
"NY",385,"outline",761,93.2
"NY",385,"outline",761,93
"NY",385,"outline",760.9,92.3
"NY",385,"outline",760.9,92.2
"NY",385,"outline",760.7,91.5
"NY",385,"outline",760.5,90.5
"NY",385,"outline",760.4,90.4
"NY",385,"outline",760.4,90.3
"NY",385,"outline",760.4,90.2
"NY",385,"outline",760.4,90.1
"NY",385,"outline",760.4,90
"NY",385,"outline",760.4,89.9
"NY",385,"outline",760.4,89.8
"NY",385,"outline",760.4,89.9
"NY",385,"outline",760.4,89.8
"NY",385,"outline",760.3,89.8
"NY",385,"outline",760.3,89.7
"NY",385,"outline",760.2,89.7
"NY",385,"outline",760.2,89.6
"NY",385,"outline",760.2,89.5
"NY",385,"outline",760.1,89.5
"NY",385,"outline",760.2,89.4
"NY",385,"outline",760.1,89.3
"NY",385,"outline",760,89.3
"NY",385,"outline",759.9,89.2
"NY",385,"outline",759.6,89.1
"NY",385,"outline",759.5,89.1
"NY",385,"outline",759.5,89
"NY",385,"outline",759.4,89
"NY",385,"outline",759.3,89
"NY",385,"outline",759.2,89.1
"NY",385,"outline",759.2,89
"NY",385,"outline",759.2,88.9
"NY",385,"outline",759.2,88.8
"NY",385,"outline",759.1,88.5
"NY",385,"outline",759.1,88.4
"NY",385,"outline",759.1,88.3
"NY",385,"outline",759,88.2
"NY",385,"outline",758.9,88.2
"NY",385,"outline",758.8,88.2
"NY",385,"outline",758.8,88.1
"NY",385,"outline",758.8,88
"NY",385,"outline",758.7,87.9
"NY",385,"outline",758.7,87.8
"NY",385,"outline",758.4,88
"NY",385,"outline",758.3,88
"NY",385,"outline",758.2,88
"NY",385,"outline",758.1,88.1
"NY",385,"outline",758,88.1
"NY",385,"outline",757.9,88.1
"NY",385,"outline",757.8,88.1
"NY",385,"outline",757.6,88.3
"NY",385,"outline",757.6,88.5
"NY",385,"outline",757.6,88.6
"NY",385,"outline",757.6,88.8
"NY",385,"outline",757.6,88.9
"NY",385,"outline",757.6,89
"NY",385,"outline",757.6,89.1
"NY",385,"outline",757.5,89.1
"NY",385,"outline",757.5,89.2
"NY",385,"outline",757.6,89.2
"NY",385,"outline",757.6,89.3
"NY",385,"outline",757.6,89.4
"NY",385,"outline",757.6,89.5
"NY",385,"outline",757.6,89.6
"NY",385,"outline",757.5,89.6
"NY",385,"outline",757.5,89.7
"NY",385,"outline",757.4,89.7
"NY",385,"outline",756.9,89.4
"NY",385,"outline",756.8,89.4
"NY",385,"outline",756.6,87.1
"NY",385,"outline",756.6,87
"NY",385,"outline",756.7,86.5
"NY",385,"outline",756.7,86.4
"NY",385,"outline",757.1,84.6
"NY",385,"outline",756.4,83.7
"NY",385,"outline",756.3,83.6
"NY",385,"outline",756.1,82.6
"NY",385,"outline",756,82.5
"NY",385,"outline",755.3,81.1
"NY",385,"outline",755.2,80.9
"NY",385,"outline",755.1,80.7
"NY",385,"outline",754.6,78.7
"NY",385,"outline",754.5,78.6
"NY",385,"outline",754.2,78.3
"NY",385,"outline",754,78.1
"NY",385,"outline",753.8,77.2
"NY",385,"outline",753.9,76.8
"NY",385,"outline",754,76.5
"NY",385,"outline",754,76.3
"NY",385,"outline",753.9,74.6
"NY",385,"outline",753.9,74.4
"NY",385,"outline",754.3,73.2
"NY",385,"outline",754.4,73
"NY",385,"outline",754.7,72.3
"NY",385,"outline",754.8,72.2
"NY",385,"outline",754.2,70.9
"NY",385,"outline",754.2,70.5
"NY",385,"outline",754.2,70.4
"NY",385,"outline",754,70.1
"NY",385,"outline",754.1,68
"NY",385,"outline",754.1,67.7
"NY",385,"outline",753.8,67
"NY",385,"outline",753.7,66.8
"NY",385,"outline",753.1,66
"NY",385,"outline",753.1,65.9
"NY",385,"outline",752.6,65.4
"NY",385,"outline",752.6,65.3
"NY",385,"outline",752.1,65
"NY",385,"outline",751.3,63.6
"NY",385,"outline",751.2,63.3
"NY",385,"outline",751.3,62.3
"NY",385,"outline",751.3,62.2
"NY",385,"outline",751.1,60.2
"NY",385,"outline",751.1,60.1
"NY",385,"outline",751.1,60
"NY",385,"outline",751.1,58.9
"NY",385,"outline",750.9,58.8
"NY",385,"outline",750.5,58.6
"NY",385,"outline",750.4,58.5
"NY",385,"outline",750.2,57.1
"NY",385,"outline",750.1,56.9
"NY",385,"outline",750.3,56.4
"NY",385,"outline",750.4,56.3
"NY",385,"outline",750.4,56.2
"NY",385,"outline",749.7,54.7
"NY",385,"outline",749.7,54.5
"NY",385,"outline",749.7,54.3
"NY",385,"outline",749.7,53.9
"NY",385,"outline",744.4,55.4
"NY",385,"outline",740.5,56.4
"NY",385,"outline",735.9,57.7
"NY",385,"outline",732.6,58.5
"NY",385,"outline",726.4,59.7
"NY",385,"outline",725.7,60.1
"NY",385,"outline",723.8,59.9
"NY",385,"outline",722.6,61
"NY",385,"outline",721.5,61.2
"NY",385,"outline",720.2,63
"NY",385,"outline",717,65.6
"NY",385,"outline",713.6,70.2
"NY",385,"outline",710.2,75.8
"NY",385,"outline",709.6,78.1
"NY",385,"outline",707.8,80.7
"NY",385,"outline",707.2,80.9
"NY",385,"outline",706.2,81.5
"NY",385,"outline",704.4,83.2
"NY",385,"outline",704.6,84.2
"NY",385,"outline",703.3,85.4
"NY",385,"outline",702.2,85.8
"NY",385,"outline",701.7,87.5
"NY",385,"outline",700.4,88.9
"NY",385,"outline",699.9,91.5
"NY",385,"outline",696.9,100.2
"NY",385,"outline",696.8,101.7
"NY",385,"outline",685.8,103.9
"NY",385,"outline",672.5,106.4
"NY",385,"outline",666.4,107.5
"NY",385,"outline",662.5,108.2
"NY",385,"outline",661.5,109.1
"NY",385,"outline",654,114.5
"NY",385,"outline",657.2,118.6
"NY",385,"outline",657.5,118.9
"NY",385,"outline",658.3,121.7
"NY",385,"outline",658,123.4
"NY",385,"outline",659.3,123.5
"NY",385,"outline",659.5,125.5
"NY",385,"outline",661.2,126
"NY",385,"outline",661.7,126.7
"NY",385,"outline",661.7,128.7
"NY",385,"outline",661.3,129.1
"NY",385,"outline",660.6,130
"NY",385,"outline",648,139.7
"NY",385,"outline",648.6,143.2
"NY",385,"outline",649.1,145.8
"NY",385,"outline",649.2,146.7
"NY",385,"outline",649.3,146.8
"NY",385,"outline",649.3,147.1
"NY",385,"outline",649.4,148
"NY",385,"outline",649.5,148.9
"NY",385,"outline",649.8,150.4
"NY",385,"outline",650,151.5
"NY",385,"outline",650.2,152.6
"NY",385,"outline",651.7,152.4
"NY",385,"outline",652.7,152.2
"NY",385,"outline",652.8,152.2
"NY",385,"outline",653,152.2
"NY",385,"outline",653.4,152.1
"NY",385,"outline",653.9,152
"NY",385,"outline",654.1,152
"NY",385,"outline",654.5,151.9
"NY",385,"outline",654.8,151.9
"NY",385,"outline",654.9,151.8
"NY",385,"outline",655.7,151.7
"NY",385,"outline",656.1,151.6
"NY",385,"outline",656.7,151.5
"NY",385,"outline",657.1,151.4
"NY",385,"outline",657.5,151.3
"NY",385,"outline",658.8,151.2
"NY",385,"outline",659.4,151.1
"NY",385,"outline",659.5,151
"NY",385,"outline",659.9,151
"NY",385,"outline",660.3,150.9
"NY",385,"outline",660.8,150.8
"NY",385,"outline",661.4,150.7
"NY",385,"outline",661.6,150.6
"NY",385,"outline",661.8,150.6
"NY",385,"outline",663.3,150.3
"NY",385,"outline",664.8,150.1
"NY",385,"outline",665,150.1
"NY",385,"outline",665.3,150
"NY",385,"outline",665.4,150
"NY",385,"outline",666.3,149.8
"NY",385,"outline",667.6,149.6
"NY",385,"outline",671,148.9
"NY",385,"outline",671.3,148.9
"NY",385,"outline",672.4,148.7
"NY",385,"outline",673.1,148.5
"NY",385,"outline",673.6,148.4
"NY",385,"outline",674.1,148.3
"NY",385,"outline",674.5,148.2
"NY",385,"outline",675.1,148.1
"NY",385,"outline",675.6,148
"NY",385,"outline",676.1,147.9
"NY",385,"outline",676.2,147.9
"NY",385,"outline",676.3,147.9
"NY",385,"outline",676.4,147.9
"NY",385,"outline",676.7,147.9
"NY",385,"outline",677.5,147.7
"NY",385,"outline",677.7,147.7
"NY",385,"outline",678.1,147.6
"NY",385,"outline",679,147.4
"NY",385,"outline",679.4,147.3
"NY",385,"outline",680.4,147.1
"NY",385,"outline",681.7,146.9
"NY",385,"outline",682.1,146.8
"NY",385,"outline",683,146.7
"NY",385,"outline",683.3,146.6
"NY",385,"outline",683.4,146.6
"NY",385,"outline",683.8,146.6
"NY",385,"outline",685.1,146.3
"NY",385,"outline",685.2,146.3
"NY",385,"outline",686,146.1
"NY",385,"outline",686.9,145.9
"NY",385,"outline",687.5,145.8
"NY",385,"outline",687.7,145.7
"NY",385,"outline",687.9,145.7
"NY",385,"outline",688.4,145.7
"NY",385,"outline",689,145.5
"NY",385,"outline",689.4,145.4
"NY",385,"outline",689.7,145.4
"NY",385,"outline",690.1,145.3
"NY",385,"outline",690.7,145.2
"NY",385,"outline",691.8,144.9
"NY",385,"outline",692.1,144.9
"NY",385,"outline",692.2,144.8
"NY",385,"outline",693.3,144.6
"NY",385,"outline",693.8,144.6
"NY",385,"outline",694.4,144.5
"NY",385,"outline",694.8,144.4
"NY",385,"outline",695.2,144.3
"NY",385,"outline",695.5,144.2
"NY",385,"outline",696.3,144
"NY",385,"outline",696.9,143.9
"NY",385,"outline",697.3,143.8
"NY",385,"outline",697.8,143.7
"NY",385,"outline",698,143.7
"NY",385,"outline",698.5,143.6
"NY",385,"outline",698.6,143.6
"NY",385,"outline",698.7,143.5
"NY",385,"outline",698.9,143.5
"NY",385,"outline",699.2,143.4
"NY",385,"outline",699.9,143.4
"NY",385,"outline",700.8,143.1
"NY",385,"outline",701.6,142.9
"NY",385,"outline",702.1,142.8
"NY",385,"outline",702.3,142.8
"NY",385,"outline",702.8,142.7
"NY",385,"outline",703.5,142.5
"NY",385,"outline",704.1,142.4
"NY",385,"outline",704.4,142.3
"NY",385,"outline",704.9,142.3
"NY",385,"outline",705.7,142.1
"NY",385,"outline",705.8,142.1
"NY",385,"outline",705.9,142.1
"NY",385,"outline",706,142.1
"NY",385,"outline",706,142
"NY",385,"outline",706.4,142
"NY",385,"outline",707.5,141.7
"NY",385,"outline",707.8,141.7
"NY",385,"outline",708,141.6
"NY",385,"outline",708.4,141.5
"NY",385,"outline",709.1,141.4
"NY",385,"outline",709.2,141.4
"NY",385,"outline",709.6,141.3
"NY",385,"outline",709.7,141.3
"NY",385,"outline",710.2,141.2
"NY",385,"outline",710.7,141.2
"NY",385,"outline",710.8,141.1
"NY",385,"outline",711.2,141.1
"NY",385,"outline",712.2,140.8
"NY",385,"outline",712.5,140.8
"NY",385,"outline",713,140.7
"NY",385,"outline",713.6,140.5
"NY",385,"outline",714,140.4
"NY",385,"outline",714.2,140.4
"NY",385,"outline",714.4,140.3
"NY",385,"outline",714.8,140.2
"NY",385,"outline",715.2,140.1
"NY",385,"outline",715.6,140.1
"NY",385,"outline",716.5,140
"NY",385,"outline",716.9,139.9
"NY",385,"outline",717,139.8
"NY",385,"outline",717.7,139.7
"NY",385,"outline",718.1,139.6
"NY",385,"outline",719.3,139.3
"NY",385,"outline",720.2,139.1
"NY",385,"outline",720.5,139
"NY",385,"outline",721.2,138.9
"NY",385,"outline",722,138.8
"NY",385,"outline",723.2,138.5
"NY",385,"outline",723.7,138.4
"NY",385,"outline",723.8,138.4
"NY",385,"outline",723.9,138.3
"NY",385,"outline",724.3,138.3
"NY",385,"outline",724.4,138.2
"NY",385,"outline",724.9,138.1
"NY",385,"outline",725.3,138
"NY",385,"outline",725.7,137.9
"NY",385,"outline",726.5,137.8
"NY",385,"outline",726.6,137.8
"NY",385,"outline",727,137.7
"NY",385,"outline",727.1,137.7
"NY",385,"outline",727.7,137.5
"NY",385,"outline",728.4,137.3
"NY",385,"outline",728.8,137.2
"NY",385,"outline",729.1,137.2
"NY",385,"outline",729.6,137
"NY",385,"outline",731.3,136.8
"NY",385,"outline",731.5,136.8
"NY",385,"outline",731.7,137.4
"NY",385,"outline",731.8,137.4
"NY",385,"outline",731.8,137.5
"NY",385,"outline",731.9,137.6
"NY",385,"outline",732,137.6
"NY",385,"outline",732,137.7
"NY",385,"outline",732.1,137.7
"NY",385,"outline",732.1,137.8
"NY",385,"outline",732.2,137.8
"NY",385,"outline",732.3,137.8
"NY",385,"outline",732.4,137.8
"NY",385,"outline",732.4,137.7
"NY",385,"outline",732.5,137.6
"NY",385,"outline",732.6,137.7
"NY",385,"outline",732.6,137.8
"NY",385,"outline",732.7,137.8
"NY",385,"outline",732.8,137.8
"NY",385,"outline",732.8,137.9
"NY",385,"outline",732.9,138
"NY",385,"outline",732.9,138.1
"NY",385,"outline",732.9,138.2
"NY",385,"outline",733,138.3
"NY",385,"outline",733,138.4
"NY",385,"outline",733.1,138.5
"NY",385,"outline",733.2,138.7
"NY",385,"outline",733.3,138.7
"NY",385,"outline",733.3,138.8
"NY",385,"outline",733.3,138.9
"NY",385,"outline",733.2,138.9
"NY",385,"outline",733.3,139.1
"NY",385,"outline",733.3,139.2
"NY",385,"outline",733.5,139.2
"NY",385,"outline",733.6,139.3
"NY",385,"outline",733.6,139.4
"NY",385,"outline",734.3,139.8
"NY",385,"outline",734.3,139.7
"NY",385,"outline",735.2,139.1
"NY",385,"outline",735.3,139.2
"NY",385,"outline",735.8,139.6
"NY",385,"outline",735.9,139.5
"NY",385,"outline",737.2,140.1
"NY",385,"outline",737.3,140.1
"NY",385,"outline",737.3,140.2
"NY",385,"outline",737.3,140.6
"NY",385,"outline",737,141.2
"NY",385,"outline",737.5,141.2
"NY",385,"outline",737.6,141.3
"NY",385,"outline",738.1,142.1
"NY",385,"outline",738.2,142.3
"NY",385,"outline",738.6,144
"NY",385,"outline",738.7,144.3
"NY",385,"outline",738.9,145
"NY",385,"outline",738.8,144.9
"NY",385,"outline",738.5,145.2
"NY",385,"outline",738.4,145.3
"NY",385,"outline",738.6,145.5
"NY",385,"outline",738.7,145.7
"NY",385,"outline",738.8,145.7
"NY",385,"outline",739.7,146.8
"NY",385,"outline",739.7,146.9
"NY",385,"outline",740.3,147.3
"NY",385,"outline",740.3,147.5
"NY",385,"outline",740.7,147.4
"NY",385,"outline",740.7,147.7
"NY",385,"outline",740.7,147.9
"NY",385,"outline",740.7,148
"NY",385,"outline",741,148.1
"NY",385,"outline",741.3,148.1
"NY",385,"outline",741.6,147.9
"NY",385,"outline",741.8,147.9
"NY",385,"outline",742,147.9
"NY",385,"outline",742.1,147.9
"NY",385,"outline",742.3,148.1
"NY",385,"outline",742.4,148.3
"NY",385,"outline",742.6,148.3
"NY",385,"outline",744.1,148.5
"NY",385,"outline",744.1,148.3
"NY",385,"outline",745.2,148.6
"NY",385,"outline",745.3,148.5
"NY",385,"outline",745.4,148.4
"NY",385,"outline",745.5,148.3
"NY",385,"outline",745.7,148.5
"NY",385,"outline",746.3,149.2
"NY",385,"outline",746.3,149.3
"NY",385,"outline",746.6,149.5
"NY",385,"outline",746.8,150
"NY",385,"outline",746.9,150
"NY",385,"outline",747.3,150.1
"NY",385,"outline",748,150.3
"NY",385,"outline",748.2,150.4
"NY",385,"outline",748.5,150.5
"NY",385,"outline",748.9,150.6
"NY",385,"outline",749.4,150.8
"NY",385,"outline",749.7,150.9
"NY",385,"outline",749.7,151
"NY",385,"outline",749.9,151
"NY",385,"outline",750.2,151.1
"NY",385,"outline",750.6,151.3
"NY",385,"outline",750.8,151.3
"NY",385,"outline",751.1,151.4
"NY",385,"outline",751.5,151.5
"NY",385,"outline",751.9,151.7
"NY",385,"outline",752.2,151.8
"NY",385,"outline",752.3,151.9
"NY",385,"outline",752.6,151.9
"NY",385,"outline",752.7,152
"NY",385,"outline",753.1,152.2
"NY",385,"outline",753.4,152.3
"NY",385,"outline",753.8,152.5
"NY",385,"outline",754,152.5
"NY",385,"outline",754.5,152.6
"NY",385,"outline",754.8,152.7
"NY",385,"outline",755.6,153
"NY",385,"outline",756.2,153.2
"NY",385,"outline",756.4,153.3
"NY",385,"outline",756.5,153.3
"NY",385,"outline",756.5,153.4
"NY",385,"outline",756.9,153.5
"NY",385,"outline",757.1,153.5
"NY",385,"outline",757.9,153.7
"NY",385,"outline",758,153.7
"NY",385,"outline",758.1,153.8
"NY",385,"outline",758.2,153.8
"NY",385,"outline",758.3,153.8
"NY",385,"outline",758.4,153.8
"NY",385,"outline",758.8,154
"NY",385,"outline",759.1,154.1
"NY",385,"outline",759.4,154.2
"NY",385,"outline",759.8,154.3
"NY",385,"outline",760,154.4
"NY",385,"outline",760.2,154.5
"NY",385,"outline",760.4,154.5
"NY",385,"outline",760.5,154.6
"NY",385,"outline",760.7,154.6
"NY",385,"outline",761,154.7
"NY",385,"outline",761.2,154.7
"NY",385,"outline",761.5,154.8
"NY",385,"outline",761.6,154.9
"NY",385,"outline",762,155
"NY",385,"outline",762.3,155.1
"NY",385,"outline",762.5,155.2
"NY",385,"outline",762.6,155.2
"NY",385,"outline",762.8,155.2
"NY",385,"outline",763.1,155.4
"NY",385,"outline",763.2,155.4
"NY",385,"outline",763.3,155.5
"NY",385,"outline",763.5,155.5
"NY",385,"outline",763.7,155.5
"NY",385,"outline",763.7,155.8
"NY",385,"outline",763.7,156.8
"NY",385,"outline",763.7,157.2
"NY",385,"outline",763.7,157.5
"NY",385,"outline",763.6,158.3
"NY",385,"outline",763.6,158.5
"NY",385,"outline",763.5,159.1
"NY",385,"outline",763.4,159.3
"NY",385,"outline",763.4,159.4
"NY",385,"outline",763.4,159.9
"NY",385,"outline",763.4,160
"NY",385,"outline",763.3,160.1
"NY",385,"outline",763.3,160.3
"NY",385,"outline",763.3,160.4
"NY",385,"outline",763.2,160.7
"NY",385,"outline",763.2,160.8
"NY",385,"outline",763.2,160.9
"NY",385,"outline",763.2,161
"NY",385,"outline",763.1,161.1
"NY",385,"outline",763.1,161.2
"NY",385,"outline",763,161.5
"NY",385,"outline",762.9,161.7
"NY",385,"outline",762.9,161.9
"NY",385,"outline",762.9,162.1
"NY",385,"outline",762.9,162.3
"NY",385,"outline",762.9,162.4
"NY",385,"outline",762.9,162.7
"NY",385,"outline",763,163.4
"NY",385,"outline",762.8,164.5
"NY",385,"outline",762.7,164.7
"NY",385,"outline",762.7,164.8
"NY",385,"outline",762.1,164.9
"NY",385,"outline",762.1,165
"NY",385,"outline",761.7,165
