"state","year","url","fetched_on","format","rows","certified","notes"
"Texas","2020","https://results.texas-election.com/static/data/election/44144/262/County.json","2026-08-12","json","254","unknown","Texas Secretary of State official results system at results.texas-election.com, which the SoS's own Historical Election Results archive page (sos.texas.gov/elections/historical/elections-results-archive.shtml) links as 'Election Results (2019-2024)' -- the pre-2020 elchist archive on elections.sos.state.tx.us stops at 2019 and contains no 2020 or 2024 election. TO REDO THE FETCH: the site is an Angular app with static JSON behind it. GET /static/data/Version.json for the constants version (404), then /static/data/ElectionConstants_404.json, whose electionInfo block gives the election id (2020 general = 44144, 2024 general = 49664); then /static/data/election/<id>/Version.json for that election's data version (2020 = 262, 2024 = 1012); then /static/data/election/<id>/<version>/County.json. That file is a dict keyed by 5-character county FIPS, each with a Races block; race id 1001 is 'PRESIDENT/VICE-PRESIDENT'. votes_dem = the candidate whose P is 'DEM', votes_gop = P 'REP', total_votes = the sum of every candidate's V, which includes the registered write-in candidates (P = 'W') and equals the race's own reported total T in every county. County names in the source are upper case; the file carries them in title case as Census spells them, and all 254 FIPS keys are the state's own. CERTIFIED: unknown. The site is titled 'Texas Election Night Results' and carries no certification statement, but its Home.json stamps the data 'Nov 24, 2020 09:18:17' with 254 of 254 counties and 9,554 of 9,554 precincts reporting -- a week after the November 17 county canvass deadline, so these are post-canvass figures rather than election-night ones. Texas publishes no separate machine-readable county-by-county certified canvass. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 254 counties agree exactly on votes_dem, votes_gop and total_votes; statewide D 5,259,126 / R 5,890,347 / T 11,315,056. No change made to states/TX_2020.csv."
"Texas","2024","https://results.texas-election.com/static/data/election/49664/1012/County.json","2026-08-12","json","254","unknown","Texas Secretary of State official results system at results.texas-election.com, which the SoS's own Historical Election Results archive page (sos.texas.gov/elections/historical/elections-results-archive.shtml) links as 'Election Results (2019-2024)' -- the pre-2020 elchist archive on elections.sos.state.tx.us stops at 2019 and contains no 2020 or 2024 election. TO REDO THE FETCH: the site is an Angular app with static JSON behind it. GET /static/data/Version.json for the constants version (404), then /static/data/ElectionConstants_404.json, whose electionInfo block gives the election id (2020 general = 44144, 2024 general = 49664); then /static/data/election/<id>/Version.json for that election's data version (2020 = 262, 2024 = 1012); then /static/data/election/<id>/<version>/County.json. That file is a dict keyed by 5-character county FIPS, each with a Races block; race id 1001 is 'PRESIDENT/VICE-PRESIDENT'. votes_dem = the candidate whose P is 'DEM', votes_gop = P 'REP', total_votes = the sum of every candidate's V, which includes the registered write-in candidates (P = 'W') and equals the race's own reported total T in every county. County names in the source are upper case; the file carries them in title case as Census spells them, and all 254 FIPS keys are the state's own. CERTIFIED: unknown, same reason as 2020. Home.json stamps the data 'Nov 26, 2024 12:57:43' with 254 of 254 counties and 9,885 of 9,885 precincts reporting, after the November 19 county canvass deadline. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 254 counties agree exactly on all three vote columns; statewide D 4,835,250 / R 6,393,597 / T 11,388,674. total_votes runs 8,569 above the AP crosscheck, which is the registered write-in vote AP omits. No change made to states/TX_2024.csv."
"Utah","2020","https://vote.utah.gov/wp-content/uploads/2021/02/2020-General-Election-Statewide-Canvass.xlsx","2026-08-12","xlsx","29","yes","Lieutenant Governor's Office, '2020 General Election Statewide Canvass', the Excel companion to 2020-General-Election-Canvass.pdf, both linked from vote.utah.gov/historical-election-results/ (reached from elections.utah.gov/election-resources/election-results). Sheet 'President', header 'U.S. President & Vice President'. Header row is row 3; column A is the county, and the candidate columns carry the party in parentheses at the end of the label. votes_dem = the '(DEM)' column (Biden/Harris), votes_gop = '(REP)' (Trump/Pence), total_votes = the sum of every candidate column in the row, which includes the six named '(Write-in)' columns (Carroll, Hoefling, Simmons, Boddie, Jacob-Fambro, Forbes). PARSE ASSUMPTION: three trailer rows below the 29 counties -- 'TOTAL', 'Percentage' and 'Contest Sum' -- must be dropped; 'Percentage' holds fractions and 'Contest Sum' repeats the statewide figure, and including either doubles the total. County names are bare ('Beaver', 'Box Elder'), without the word County. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 29 counties agree exactly on votes_dem, votes_gop and total_votes; statewide D 560,282 / R 865,140 / T 1,488,289, matching the canvass TOTAL and Contest Sum rows. No change made to states/UT_2020.csv."
"Utah","2024","https://electionresults.utah.gov/results/public/api/elections/Utah/general11052024/data/ballot-item/88e40000-968a-0c37-b0b0-08dce9374078","2026-08-12","json","29","yes","Lieutenant Governor's Office results portal, electionresults.utah.gov (the same Enhanced Voting platform Virginia uses). vote.utah.gov's historical-election-results page has no 2024 canvass workbook, so the portal is the official machine-readable source. TO REDO THE FETCH: GET /results/public/api/jurisdictions/utah, whose elections list gives publicElectionId 'general11052024'; then /results/public/api/elections/Utah/general11052024/data to find the ballotItem named 'U.S. President' (id 88e40000-968a-0c37-b0b0-08dce9374078); then .../data/ballot-item/<that id>, whose ballotItemWithBreakdown.breakdownResults lists the 29 counties. PARSE ASSUMPTION: in breakdownResults the ballotOption party field is null, so the Democratic and Republican options must be identified by matching option id against summaryResults, where party.abbreviation is 'DEM' and 'REP'. Also, locality mapFeatureId is NOT the FIPS suffix -- it is a 1-29 alphabetical county number, and Utah's county FIPS are the odd numbers, so county_fips = '49' + (2*mapFeatureId - 1) zero-padded; every code so derived was checked against the Census national county file and agrees. total_votes = the sum of all fifteen ballotOptions, which equals the locality's own voteTotal and includes the seven write-in options. Certified: the election object carries isOfficialResults=true, lastUpdated 2024-11-22. FILE REPLACED -- IT DID NOT MATCH. The pre-existing states/UT_2024.csv agreed with this source exactly on votes_dem and votes_gop in all 29 counties, but its total_votes was short in 16 of them, 484 votes short statewide (1,488,010 vs the official 1,488,494). The gap is write-in votes the old file dropped -- the same defect found in VA 2024, and a SPEC violation. total_votes has been rewritten from the official figures; the major-party columns were already correct and are unchanged. The file now runs 0.036% above the AP crosscheck on total_votes and matches AP to the vote on both major parties."
"Vermont","2020","https://outside.vermont.gov/dept/sos/Elections_Division/election_info_resources/elections_results_data/2020_general_election_official_report_canvassing_committee_united_states_vermont_statewide_offices.pdf","2026-08-12","pdf","14","yes","Secretary of State, 'Official Report of the Canvassing Committee, United States and Vermont Statewide Offices', General Election 2020, US PRESIDENT AND VICE PRESIDENT. Vermont reports by TOWN, but this report prints a County Total row for each of the 14 counties, so the county figures here are the state's own -- no town-to-county aggregation was performed. The presidential table is split across several column groups per county; each group's total row was matched to its own header and the groups recombined. total_votes = every candidate column plus write-in, i.e. the report's TownTotal less overvotes and blank votes (TownTotal counts ballots, not presidential votes). That runs about 0.8% above AP's figure, which omits write-ins."
"Vermont","2024","https://outside.vermont.gov/dept/sos/Elections_Division/election_info_resources/elections_results_data/2024_general_election_official_report_canvassing_committee_united_states_vermont_statewide_offices.pdf","2026-08-12","pdf","14","yes","Secretary of State, 'Official Report of the Canvassing Committee, United States and Vermont Statewide Offices', General Election 2024, US PRESIDENT AND VICE PRESIDENT. Vermont reports by TOWN, but this report prints a County Total row for each of the 14 counties, so the county figures here are the state's own -- no town-to-county aggregation was performed. The presidential table is split across several column groups per county; each group's total row was matched to its own header and the groups recombined. total_votes = every candidate column plus write-in, i.e. the report's TownTotal less overvotes and blank votes (TownTotal counts ballots, not presidential votes). That runs about 0.8% above AP's figure, which omits write-ins."
"Virginia","2020","https://apps.elections.virginia.gov/SBE_CSV/ELECTIONS/ELECTIONRESULTS/2020/2020%20November%20General.csv","2026-08-12","csv","133","yes","Virginia Department of Elections official results CSV archive (linked from elections.virginia.gov/resultsreports/election-results/ as 'Individual Election Results, 2005 to present'); the directory apps.elections.virginia.gov/SBE_CSV/ELECTIONS/ELECTIONRESULTS/2020/ is browsable and the file is '2020 November General.csv' (~15 MB, one row per candidate per PRECINCT, 36,887 data rows). Filter OfficeTitle == 'President and Vice President' and sum TOTAL_VOTES by LocalityName. votes_dem = Party 'Democratic' (Biden), votes_gop = 'Republican' (Trump); total_votes = every candidate row for the office including the unparty 'WRITE IN VOTES' rows (WriteInVote flag 1) -- Virginia's only ballot-listed minor candidate in 2020 was Jorgensen (Libertarian), Hawkins ran as a write-in. PARSE ASSUMPTION: 147 of the president rows have an EMPTY TOTAL_VOTES cell rather than 0; they were skipped as zero, and the resulting statewide total reconciles to the vote, so nothing was lost. 133 rows = 95 counties + 38 INDEPENDENT CITIES, each a separate locality with its own FIPS; no city was merged into a surrounding county. Locality names are the Department's own upper-case forms ('ACCOMACK COUNTY', 'ALEXANDRIA CITY'). The ~15 MB source CSV is not redistributed, only the parsed county file. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 133 localities agree exactly on votes_dem, votes_gop and total_votes; statewide D 2,413,568 / R 1,962,430 / T 4,462,600. No change made to states/VA_2020.csv."
"Virginia","2024","https://enr.elections.virginia.gov/results/public/api/elections/Virginia/2024NovemberGeneral/data/ballot-item/01000000-c7a0-1ae0-1363-08dcde4d9d9f","2026-08-12","json","133","yes","Virginia Department of Elections results portal (enr.elections.virginia.gov, the 2024 November General link on elections.virginia.gov/resultsreports/election-results/). The SBE_CSV archive used for 2020 has an EMPTY 2024 directory, so the portal is the only official machine-readable 2024 source. TO REDO THE FETCH: GET /results/public/api/elections/Virginia/2024NovemberGeneral/data, find the ballotItem named 'President and Vice President' (id 01000000-c7a0-1ae0-1363-08dcde4d9d9f), then GET .../data/ballot-item/<that id>, whose ballotItemWithBreakdown.breakdownResults is a list of the 133 localities. Each locality carries mapFeatureId, the Virginia locality code, and county_fips is '51' + that code. votes_dem = the ballotOption whose party abbreviation is 'D' (Harris), votes_gop = 'R' (Trump), total_votes = the sum of ALL seven ballotOptions, which equals the locality's own reported voteTotal in all 133 cases. Certified: the election object carries isOfficialResults=true and asOf 2025-03-05. 133 rows = 95 counties + 38 independent cities. FILE REPLACED -- IT DID NOT MATCH. The pre-existing states/VA_2024.csv agreed with this source EXACTLY on votes_dem and votes_gop in all 133 localities, but its total_votes was short in EVERY locality, by 23,365 statewide (4,482,576 vs the official 4,505,941). The shortfall is precisely the Write-In ballot option, which the old file omitted -- a SPEC violation (total_votes must include write-ins) and inconsistent with states/VA_2020.csv in this same corpus, which does include Virginia's 2020 write-ins. total_votes has been rewritten from the official figures; votes_dem and votes_gop are unchanged because they were already right. The file now runs 0.52% above the AP crosscheck on total_votes, which is the expected write-in gap, and matches AP to the vote on both major parties."
"Washington","2020","https://results.vote.wa.gov/results/20201103/export/20201103_AllCounties.csv","2026-08-12","csv","39","yes","Secretary of State official results system, November 3 2020 General Election, county-level export file 20201103_AllCounties.csv (linked from results.vote.wa.gov/results/20201103/Export.html). Race string 'Washington State President/Vice President'; votes_dem = the row whose Party contains 'Democratic', votes_gop = 'Republican', total_votes = the sum of all seven candidate rows for that race in that county INCLUDING the 'WRITE-IN' row. County names are the state's own and resolve to Census FIPS unchanged. Certified: the results home page states counties certified November 24 2020 and the Secretary of State certified final results December 3 2020; this export is the post-certification file. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 39 counties agree exactly on votes_dem, votes_gop and total_votes, and the statewide sums (D 2,369,612 / R 1,584,651 / T 4,087,631) match to the vote. No change made to states/WA_2020.csv."
"Washington","2024","https://results.vote.wa.gov/results/20241105/export/20241105_AllCounties.csv","2026-08-12","csv","39","yes","Secretary of State official results system, November 5 2024 General Election, county-level export file 20241105_AllCounties.csv (linked from results.vote.wa.gov/results/20241105/Export.html). Race string 'United States President/Vice President'; votes_dem = Party contains 'Democratic', votes_gop = 'Republican', total_votes = sum of all eleven candidate rows including 'WRITE-IN'. Certified: results home page states counties certified November 26 2024 and the Secretary of State certified final results December 5 2024. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 39 counties agree exactly on all three vote columns; statewide D 2,245,849 / R 1,530,923 / T 3,924,243. total_votes runs 25,408 above the AP crosscheck because AP omits the write-in line, as expected. No change made to states/WA_2024.csv."
"West Virginia","2020","https://results.enr.clarityelections.com/WV/106210/272340/reports/detailxml.zip","2026-08-12","xml","55","yes","West Virginia Secretary of State's official results system (a Clarity Elections instance at results.enr.clarityelections.com/WV), linked from sos.wv.gov/elections/election-data/historical-election-results-and-turnout. The SoS's older in-house results tool at apps.sos.wv.gov/elections/results/ stops at 2017 and does not cover either year. TO REDO THE FETCH: GET https://results.enr.clarityelections.com/WV/<electionId>/current_ver.txt (strip the trailing newline), then https://results.enr.clarityelections.com/WV/<electionId>/<version>/reports/detailxml.zip, which holds one detail.xml with 100 contests. Each Choice carries a party attribute and breaks down by VoteType then County; a county's figure is the sum over all vote types (there is no 'Total' VoteType). votes_dem = the DEM Choice, votes_gop = REP, total_votes = every Choice summed. Party codes are West Virginia's own: LBN Libertarian, MTN Mountain (the ballot line the Green nominee ran on in both years). ELECTION: id 106210, '2020 General', current version 272340, snapshot timestamped 11/30/2020 -- after the county canvasses and the state's certification, all 55 counties and 1,706 of 1,706 precincts reported. The contest is keyed 100 and named simply 'PRESIDENT' (in 2024 it is renamed 'U.S. PRESIDENT', so match on a substring, not equality). Four tickets: Trump REP, Biden DEM, Jorgensen LBN, Hawkins MTN. WRITE-INS: none exist to add -- the SoS's companion '2020 General Election Write-in Results' document (sos.wv.gov/media/464) covers Governor and other offices and has no presidential section, so West Virginia certified no presidential write-in candidate in 2020 and total_votes here is the complete presidential vote. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 55 counties agree exactly on votes_dem, votes_gop and total_votes; statewide D 235,984 / R 545,382 / T 794,652. No change made to states/WV_2020.csv."
"West Virginia","2024","https://results.enr.clarityelections.com/WV/122766/356048/reports/detailxml.zip","2026-08-12","xml","55","yes","West Virginia Secretary of State's official results system (a Clarity Elections instance at results.enr.clarityelections.com/WV), linked from sos.wv.gov/elections/election-data/historical-election-results-and-turnout. The SoS's older in-house results tool at apps.sos.wv.gov/elections/results/ stops at 2017 and does not cover either year. TO REDO THE FETCH: GET https://results.enr.clarityelections.com/WV/<electionId>/current_ver.txt (strip the trailing newline), then https://results.enr.clarityelections.com/WV/<electionId>/<version>/reports/detailxml.zip, which holds one detail.xml with 100 contests. Each Choice carries a party attribute and breaks down by VoteType then County; a county's figure is the sum over all vote types (there is no 'Total' VoteType). votes_dem = the DEM Choice, votes_gop = REP, total_votes = every Choice summed. Party codes are West Virginia's own: LBN Libertarian, MTN Mountain (the ballot line the Green nominee ran on in both years). ELECTION: id 122766, '2024 General', current version 356048, snapshot timestamped 12/18/2024, after certification. Contest 'U.S. PRESIDENT'. Five tickets: Trump REP, Harris DEM, Kennedy IND, Oliver LBN, Stein MTN. WRITE-INS -- A DOCUMENTED GAP, NOT AN OVERSIGHT: the certified county-level return carries no write-in line, and the SoS publishes 2024 presidential write-ins ONLY as a statewide list with no county breakdown ('2024 General Election Write-in Candidate Results', sos.wv.gov/media/462, U.S. President section: De la Cruz 73, Sonski 63, West 39, Dr. Shiva 10, Dwyer 3, Mattox 2, Bell 2, Future Madam Potus 1, Jenkins 1 = 194 votes statewide). Those 194 votes are therefore NOT in total_votes: allocating them across the 55 counties would mean inventing numbers the state has not published, which SPEC forbids. The shortfall is 0.025% of the state total. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 55 counties agree exactly on all three vote columns; statewide D 214,309 / R 533,556 / T 762,390, which matches the AP crosscheck exactly on all three figures (AP likewise omits the unallocated write-ins). No change made to states/WV_2024.csv."
"Wisconsin","2020","https://elections.wi.gov/sites/default/files/legacy/County%2520by%2520County%2520Report%2520-%2520President%2520of%2520the%2520United%2520States%2520post%2520recount.pdf","2026-08-12","pdf","72","yes","Wisconsin Elections Commission, 'WEC Canvass Reporting System -- County by County Report, 2020 General Election, PRESIDENT OF THE UNITED STATES', the POST-RECOUNT version. Linked from the 2020 Fall General Election Results accordion on elections.wi.gov/elections/election-results/results-all?page=1 as 'County by County Report - President of the United States post recount.pdf'. Chosen over the sibling '(under recount)' file because Dane and Milwaukee counties were recounted at the Trump campaign's request and only the post-recount report is the certified canvass. PARSE ASSUMPTION: the report is one landscape page whose candidate columns are split into two horizontal blocks, so each county name appears twice in the extracted text; only the FIRST (leftmost) block was read, which is the one carrying the county's overall total and the DEM and REP columns. votes_dem = the DEM column (Biden/Harris), votes_gop = REP (Trump/Pence), total_votes = the report's own leftmost county total, which already includes the minor parties and the scattering/write-in columns in the second block. County names are printed upper case; the file carries them in title case as Census spells them. NOTE THE URL IS DOUBLE-ENCODED -- the stored filename literally contains '%20', so '%2520' is correct and the singly-encoded form 404s. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 72 counties agree exactly on votes_dem, votes_gop and total_votes; statewide D 1,630,866 / R 1,610,184 / T 3,298,041. No change made to states/WI_2020.csv."
"Wisconsin","2024","https://elections.wi.gov/sites/default/files/documents/County%20by%20County%20Report_POTUS.pdf","2026-08-12","pdf","72","yes","Wisconsin Elections Commission, 'WEC Canvass Reporting System -- County by County Report, 2024 General Election, PRESIDENT OF THE UNITED STATES', linked as 'County by County Report_POTUS.pdf' from elections.wi.gov/election-result/2024-general-election-results (the certified canvass set, alongside 'Canvass - Presidential.pdf' and the Certificate of Ascertainment). Same one-page two-block layout as 2020: each county name appears twice in the extracted text and only the first block, which carries the county total plus the DEM and REP columns, was read. votes_dem = DEM (Harris/Walz), votes_gop = REP (Trump/Vance), total_votes = the report's own county total including the minor-party and write-in columns. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 72 counties agree exactly on all three vote columns; statewide D 1,668,229 / R 1,697,626 / T 3,422,918. total_votes runs 7,705 above the AP crosscheck, which is the write-in vote AP omits. NOTE: elections.wi.gov returns HTTP 403 to scripted requests for HTML pages even with a full browser header set, but serves the PDFs under /sites/default/files/ to curl normally; the page had to be opened in a browser to read the link, the file itself did not. No change made to states/WI_2024.csv."
"Wyoming","2020","https://sos.wyo.gov/Elections/Docs/2020/Results/General/2020_General_Statewide_Candidates_Summary.pdf","2026-08-12","pdf","23","yes","Wyoming Secretary of State, 'Statewide Candidates Official Summary -- Wyoming General Election, November 3, 2020', linked from sos.wyo.gov/Elections/Docs/2020/2020GeneralResults.aspx. First table on page 1 is 'United States President', one row per county with columns Trump (R), Biden (D), Jorgensen (L), Pierce (I), Write-Ins, Overvotes, Undervotes. votes_dem = the Biden column, votes_gop = Trump, total_votes = Trump + Biden + Jorgensen + Pierce + Write-Ins. OVERVOTES AND UNDERVOTES ARE DELIBERATELY EXCLUDED -- they are ballots on which no valid presidential vote was cast, not votes for president, and including them would break the SPEC definition. PARSE ASSUMPTION: the same 23 county names recur further down the PDF for the US Senate contest, so only the first occurrence of each county was taken. Verified against the report's own Total row: 193,559 / 73,491. The sibling zip 2020_Wyoming_General_Results.zip holds only per-county precinct workbooks stamped Nov 5-9 2020, before the state canvass, so this summary was preferred. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 23 counties agree exactly on votes_dem, votes_gop and total_votes; statewide D 73,491 / R 193,559 / T 276,765. No change made to states/WY_2020.csv."
"Wyoming","2024","https://sos.wyo.gov/Elections/Docs/2024/Results/General/2024_Wyoming_General_Results.zip","2026-08-12","xlsx","23","yes","Wyoming Secretary of State, '2024 Official General Election Results' page (sos.wyo.gov/Elections/Docs/2024/2024GeneralResults.aspx), Excel bundle 2024_Wyoming_General_Results.zip -- 753 KB, not redistributed. Member '2024 General Results Summaries - OFFICIAL.xlsx', sheet 'Statewide Candidates'. The presidential block starts at column B: header row 4 is Trump (R), Harris (D), Oliver (L), Write-Ins, Overvotes, Undervotes, and county rows begin at row 5; the US Senate block sits to the right in columns H-L on the same rows. votes_dem = the Harris column, votes_gop = Trump, total_votes = Trump + Harris + Oliver + Write-Ins, EXCLUDING the overvote and undervote columns, which are not votes for president. Verified against the sheet's own Total row (192,633 / 69,527 / 4,193 / 2,695). Certified: the page is headed 'Official' and carries the State Canvassing Board Minutes and Certification; the workbook filename is stamped OFFICIAL and dated 2024-11-13. Identical figures appear in 2024_General_Statewide_Candidates_Summary.pdf if a PDF is preferred. EXISTING FILE VERIFIED AGAINST THIS SOURCE, NOT REFETCHED -- all 23 counties agree exactly on all three vote columns; statewide D 69,527 / R 192,633 / T 269,048. total_votes runs 2,695 above the AP crosscheck, which is exactly the state's Write-Ins column. No change made to states/WY_2024.csv."
